PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
116	Northeast/4 S19 T6 North R8 West 4th PM: Together with the Steam Mill thereon, houses and outhouses.	plss					4th PM	8 West	6 North	19	Northeast/4	Together with the Steam Mill thereon, houses and outhouses.	5
117	Nauvoo:Nauvoo:11:1::	town	Nauvoo	Nauvoo	11	1							
118	Southeast/4 S30 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	30	Southeast/4		
119	Nauvoo:Kimball:4:50::Commence Northwest corner Lot 50; South 30 Rods 7 feet; East 8 Rods 14 feet; North 23 Rods 8 feet; nearly Northwest 11 Rods 6 feet to beginning.	town	Nauvoo	Kimball	4	50						Commence Northwest corner Lot 50; South 30 Rods 7 feet; East 8 Rods 14 feet; North 23 Rods 8 feet; nearly Northwest 11 Rods 6 feet to beginning.	
120	North/2 Northwest/4 Southeast/4 S34 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	34	North/2 Northwest/4 Southeast/4		20
121	Nauvoo:Nauvoo:148:1::Except West side of Lot to Andrew S. Steward.	town	Nauvoo	Nauvoo	148	1						Except West side of Lot to Andrew S. Steward.	
122	Nauvoo:Nauvoo:148:1::Beginning Northwest corner on Sidney Street; East 33 feet; South 11 Rods; West 33 feet; North 11 Rods to beginning.	town	Nauvoo	Nauvoo	148	1						Beginning Northwest corner on Sidney Street; East 33 feet; South 11 Rods; West 33 feet; North 11 Rods to beginning.	
123	Nauvoo:Wells:27:1:West/2 East/2:	town	Nauvoo	Wells	27	1					West/2 East/2		
124	Nauvoo:Kimball:6:25::	town	Nauvoo	Kimball	6	25							
125	Nauvoo:Nauvoo:159:4::Commence 28 feet West of Southeast corner; fractional Lot 4; North 5 ½ Rods; West 25 feet; South 5 ½ Rods; East 25 feet to beginning.	town	Nauvoo	Nauvoo	159	4						Commence 28 feet West of Southeast corner; fractional Lot 4; North 5 ½ Rods; West 25 feet; South 5 ½ Rods; East 25 feet to beginning.	
126	Nauvoo:Nauvoo:159:4::North/2 West/2 East/2 of Fractional Lot 4.	town	Nauvoo	Nauvoo	159	4						North/2 West/2 East/2 of Fractional Lot 4.	
127	Nauvoo:Nauvoo:159:4::	town	Nauvoo	Nauvoo	159	4							
128	Nauvoo:Nauvoo:159:4::	town	Nauvoo	Nauvoo	159	4							
129	Nauvoo:Nauvoo:159:4::Undivided 1/4 Part of South/2 of West/2 of Lot 4; Commence 3 Rods East of Southwest corner Lot 4; North 5 ½ Rods; East 1 Rod; South 5 ½ Rods; West 1 Rod to beginning.	town	Nauvoo	Nauvoo	159	4						Undivided 1/4 Part of South/2 of West/2 of Lot 4; Commence 3 Rods East of Southwest corner Lot 4; North 5 ½ Rods; East 1 Rod; South 5 ½ Rods; West 1 Rod to beginning.	
130	West/2 Northwest/4 S5 T5 North R8 West 4th PM: 	plss					4th PM	8 West	5 North	5	West/2 Northwest/4		
131	Nauvoo:Wells:27:1:West/2 East/2:	town	Nauvoo	Wells	27	1					West/2 East/2		
132	Nauvoo:Wells:27:2::Commence 46 feet East of Northwest corner; East 49 feet; South 131 feet 6 inches; West 95 feet; North 20 feet 9 inches; East 46 feet; North 110 feet 9 inches to beginning.	town	Nauvoo	Wells	27	2						Commence 46 feet East of Northwest corner; East 49 feet; South 131 feet 6 inches; West 95 feet; North 20 feet 9 inches; East 46 feet; North 110 feet 9 inches to beginning.	
133	Part Southwest/4 S11 T6 North R8 West 4th PM: Commence Southwest corner; North 40 Rods; East 80 Rods; South 40 Rods; West 80 Rods to beginning.	plss					4th PM	8 West	6 North	11	Part Southwest/4	Commence Southwest corner; North 40 Rods; East 80 Rods; South 40 Rods; West 80 Rods to beginning.	20
134	Nauvoo:Nauvoo:101:3:one undivided half:	town	Nauvoo	Nauvoo	101	3					one undivided half		
135	Nauvoo:Nauvoo:108:2::50 feet square in Northwest corner.	town	Nauvoo	Nauvoo	108	2						50 feet square in Northwest corner.	
136	Nauvoo:Nauvoo:108:2::Commencing Northwest corner Lot 2; South 50 feet; East 50 feet; North 50 feet; West 50 feet to beginning.	town	Nauvoo	Nauvoo	108	2						Commencing Northwest corner Lot 2; South 50 feet; East 50 feet; North 50 feet; West 50 feet to beginning.	
137	Southeast/4 Southeast/4 S21 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	21	Southeast/4 Southeast/4		40
138	East/2 Northwest/4 S14 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	14	East/2 Northwest/4		
139	Part Southwest S4 T6 North R5 West 4th PM: Under 1/2; Beginning Northwest corner of Southwest/4 Section 4; South 12; East 13 chains 50 links; North 87; East 7 chains 43 links; North 12; West 13 chains 50 links; South 87 degrees 1 minute West to beginning.	plss					4th PM	5 West	6 North	4	Part Southwest	Under 1/2; Beginning Northwest corner of Southwest/4 Section 4; South 12; East 13 chains 50 links; North 87; East 7 chains 43 links; North 12; West 13 chains 50 links; South 87 degrees 1 minute West to beginning.	
140	Nauvoo:Barnett:1 and 2:All::	town	Nauvoo	Barnett	1 and 2	All							
141	West/2 Southwest/4 S6 T6 North R8 West 4th PM: Commence Northeast corner Block 1: North 26 1/2 Rods to Center Parley Street; West 44 Rods; South 26 1/2 Rods; East 44 Rods to beginning.	plss					4th PM	8 West	6 North	6	West/2 Southwest/4	Commence Northeast corner Block 1: North 26 1/2 Rods to Center Parley Street; West 44 Rods; South 26 1/2 Rods; East 44 Rods to beginning.	
142	Nauvoo:Barnett:10:3::	town	Nauvoo	Barnett	10	3							
143	Nauvoo:Nauvoo:150:2::	town	Nauvoo	Nauvoo	150	2							
144	Nauvoo:Kimball:4:51::Beginning 2 Rods North of Southeast corner Lot 51; starting point to be in center Munson Street on East line Lot 51; North about 25 Rods to center Hotchkiss Street; West 27 Rods to center Fullmer Street; South 25 Rods to center Munson Street; East 27 Rods to beginning.	town	Nauvoo	Kimball	4	51						Beginning 2 Rods North of Southeast corner Lot 51; starting point to be in center Munson Street on East line Lot 51; North about 25 Rods to center Hotchkiss Street; West 27 Rods to center Fullmer Street; South 25 Rods to center Munson Street; East 27 Rods to beginning.	
145	Nauvoo:Wells:19:4::Commence 75 feet 3 inches from Southeast corner said Lot on East line; North 30 feet; West 75 feet 3 inches; South 30 feet; East 75 feet 3 inches to beginning.	town	Nauvoo	Wells	19	4						Commence 75 feet 3 inches from Southeast corner said Lot on East line; North 30 feet; West 75 feet 3 inches; South 30 feet; East 75 feet 3 inches to beginning.	
146	Nauvoo:Wells:19:4::Commence 75 feet 3 inches from Southeast corner said Lot; North on East line 30 feet; West 75 feet 3 inches; South 30 feet; East 75 feet 3 inches to beginning.	town	Nauvoo	Wells	19	4						Commence 75 feet 3 inches from Southeast corner said Lot; North on East line 30 feet; West 75 feet 3 inches; South 30 feet; East 75 feet 3 inches to beginning.	
147	Nauvoo:Kimball:1:79::Beginning center Hibbard-Rich streets; South 7 Rods; East 18 ½ Rods; North 7 Rods; West 18 ½ Rods to beginning. Also beginning center Hibbard Street on East side of Lot; North 13 ½ Rods; West 7 Rods; South 9 Rods; East 2 ½ Rods; South 4 ½ Rods; East to beginning.	town	Nauvoo	Kimball	1	79						Beginning center Hibbard-Rich streets; South 7 Rods; East 18 ½ Rods; North 7 Rods; West 18 ½ Rods to beginning. Also beginning center Hibbard Street on East side of Lot; North 13 ½ Rods; West 7 Rods; South 9 Rods; East 2 ½ Rods; South 4 ½ Rods; East to beginning.	5
148	Nauvoo:Kimball:1:79:Part North/2:Beginning center Hibbard and Rich streets; South 7 Rods; East 13 ½ Rods; North 7 Rods; West 13 ½ Rods to beginning. Beginning center Hibbard Street on East side of Lot; North 13 ½ Rods; West 7 Rods; South 9 Rods; East 2 ½ Rods; South 4 ½ Rods; East to beginning.	town	Nauvoo	Kimball	1	79					Part North/2	Beginning center Hibbard and Rich streets; South 7 Rods; East 13 ½ Rods; North 7 Rods; West 13 ½ Rods to beginning. Beginning center Hibbard Street on East side of Lot; North 13 ½ Rods; West 7 Rods; South 9 Rods; East 2 ½ Rods; South 4 ½ Rods; East to beginning.	
149	Nauvoo:Wells:6:3::Being 24 feet 6 inches from corner Wells and Young streets; East with Young Street 49 feet 9 inches; North 90 feet; West 24 feet 9 inches; South 45 feet; West 25 feet; South 45 feet to beginning.	town	Nauvoo	Wells	6	3						Being 24 feet 6 inches from corner Wells and Young streets; East with Young Street 49 feet 9 inches; North 90 feet; West 24 feet 9 inches; South 45 feet; West 25 feet; South 45 feet to beginning.	
150	Nauvoo:Kimball:1:81 ::One Acre in Northeast corner of South/2 Lot 81.	town	Nauvoo	Kimball	1	81 						One Acre in Northeast corner of South/2 Lot 81.	
151	Nauvoo:Kimball::83::	town	Nauvoo	Kimball		83							
152	Nauvoo:Nauvoo:140:3::	town	Nauvoo	Nauvoo	140	3							
153	Nauvoo:Nauvoo:150:2::	town	Nauvoo	Nauvoo	150	2							
154	Part Southwest/4 S4 T6 North R6 West 4th PM: The West half except one rod on East side in width, this deed including 12 Rods in length 6 Rods in width on Northwest corner of East/2 of West/2 of Southwest/4 Section 4.	plss					4th PM	6 West	6 North	4	Part Southwest/4	The West half except one rod on East side in width, this deed including 12 Rods in length 6 Rods in width on Northwest corner of East/2 of West/2 of Southwest/4 Section 4.	
155	Nauvoo:Nauvoo:146:1:North/2:	town	Nauvoo	Nauvoo	146	1					North/2		
156	Nauvoo:Nauvoo:146:1:North/2:	town	Nauvoo	Nauvoo	146	1					North/2		
157	Part Southeast/4 S20 T6 North R8 West 4th PM: Beginning 64 Rods North of Southwest corner of said quarter; East 40 Rods; South 32 Rods; East 20 Rods; South 32 Rods; East 103 Rods; North 82 Rods; West 163 Rods; South 18 Rods to beginning.	plss					4th PM	8 West	6 North	20	Part Southeast/4	Beginning 64 Rods North of Southwest corner of said quarter; East 40 Rods; South 32 Rods; East 20 Rods; South 32 Rods; East 103 Rods; North 82 Rods; West 163 Rods; South 18 Rods to beginning.	66
158	Nauvoo:Nauvoo:162:1::As well as the mills in the Missoui River fronting said Lot on the River and being in a Southeast direction from the Nauvoo House ... fronting on the Mississippi River Lots 3 and 4, Block 159. Complicated description.	town	Nauvoo	Nauvoo	162	1						As well as the mills in the Missoui River fronting said Lot on the River and being in a Southeast direction from the Nauvoo House ... fronting on the Mississippi River Lots 3 and 4, Block 159. Complicated description.	
159	Southeast/4 Northwest/4 S3 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	3	Southeast/4 Northwest/4		
160	South/2 Northeast/4 S3 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	3	South/2 Northeast/4		
161	South/2 Northeast/4 S3 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	3	South/2 Northeast/4		80
162	Southeast/4 Northeast/4 S16 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	16	Southeast/4 Northeast/4		40
163	Warsaw:Warsaw:65:10::	town	Warsaw	Warsaw	65	10							
164	Nauvoo:Nauvoo:157:1:East/2 Southwest/4:	town	Nauvoo	Nauvoo	157	1					East/2 Southwest/4		
165	Nauvoo:Nauvoo:157:2 and 3::	town	Nauvoo	Nauvoo	157	2 and 3							
166	Nauvoo:Nauvoo:147:1:West/2:	town	Nauvoo	Nauvoo	147	1					West/2		
167	Nauvoo:Nauvoo:147:4 :East:88 feet on Water Street full across Lot North.	town	Nauvoo	Nauvoo	147	4 					East	88 feet on Water Street full across Lot North.	
168	Nauvoo:Nauvoo:147:1:West/2:	town	Nauvoo	Nauvoo	147	1					West/2		
169	Southeast/4 S23 T7 North R5 West 4th PM: Purchased of Thomas J. Perkins, 160 Acres; except 30 Acres off Northwest corner formerly sold to Jesse Gilman	plss					4th PM	5 West	7 North	23	Southeast/4	Purchased of Thomas J. Perkins, 160 Acres; except 30 Acres off Northwest corner formerly sold to Jesse Gilman	130
170	Southwest/4 Southeast/4 S14 T7 North R5 West 4th PM: purchased of Thomas J. Perkins.	plss					4th PM	5 West	7 North	14	Southwest/4 Southeast/4	purchased of Thomas J. Perkins.	40
171	Nauvoo:Nauvoo:132:2::	town	Nauvoo	Nauvoo	132	2							
172	Keokuk, Iowa:Keokuk:4:6::	town	Keokuk, Iowa	Keokuk	4	6							
173	Southeast/4 S23 T7 North R5 West 4th PM: Except 30 Acres off Northwest corner.	plss					4th PM	5 West	7 North	23	Southeast/4	Except 30 Acres off Northwest corner.	
174	Southwest/2 Southeast/4 S14 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	14	Southwest/2 Southeast/4		
175	Nauvoo:Nauvoo:118:4::Commence Northeast corner Lot 4; South 30 feet 3 inches; West length of Lot; North to Northwest corner; East length of Lot to beginning.	town	Nauvoo	Nauvoo	118	4						Commence Northeast corner Lot 4; South 30 feet 3 inches; West length of Lot; North to Northwest corner; East length of Lot to beginning.	
176	Nauvoo:Nauvoo:118:4::Commence 30 feet 3 inches South of Northeast corner Lot 4; West length of Lot; South 30 feet 3 inches; East length of Lot; North 30 feet 3 inches to beginning.	town	Nauvoo	Nauvoo	118	4						Commence 30 feet 3 inches South of Northeast corner Lot 4; West length of Lot; South 30 feet 3 inches; East length of Lot; North 30 feet 3 inches to beginning.	
177	Nauvoo:Wells:24:2::Beginning 72 3/4 feet from Northwest corner Lot 2 on Mulholland Street; East from said corner; East 30 feet; South 181 ½ feet; West 30 feet; North 181 ½ feet to beginning.	town	Nauvoo	Wells	24	2						Beginning 72 3/4 feet from Northwest corner Lot 2 on Mulholland Street; East from said corner; East 30 feet; South 181 ½ feet; West 30 feet; North 181 ½ feet to beginning.	
178	Nauvoo:Nauvoo:146:3::Commence Southeast corner Lot 3; West 48 feet; North 5 ½ Rods; West 6 Rods; South 5 ½ Rods; West 51 feet to Southwest corner; North to Northwest corner; East to Northeast corner; South to beginning.	town	Nauvoo	Nauvoo	146	3						Commence Southeast corner Lot 3; West 48 feet; North 5 ½ Rods; West 6 Rods; South 5 ½ Rods; West 51 feet to Southwest corner; North to Northwest corner; East to Northeast corner; South to beginning.	
179	Nauvoo:Wells:24:2::Beginning 72 feet 9 inches from Northwest corner said Lot; East 30 feet on Mulholland Street; South 198 feet to South line of said lot; West 30 feet; North 198 feet to beginning.	town	Nauvoo	Wells	24	2						Beginning 72 feet 9 inches from Northwest corner said Lot; East 30 feet on Mulholland Street; South 198 feet to South line of said lot; West 30 feet; North 198 feet to beginning.	
180	Nauvoo:Nauvoo:157:1:Northwest/4:	town	Nauvoo	Nauvoo	157	1					Northwest/4		
181	Nauvoo:Nauvoo:112:4::	town	Nauvoo	Nauvoo	112	4							
182	Nauvoo:Nauvoo::::Beginning at Parley Street at low water mark; running up Mississippi to street North of Block 112; East to County Road; South with County Road to Parley Street; thence to river at low water mark to place of beginning; also all land and improvement to Lot store House stands on.	town	Nauvoo	Nauvoo								Beginning at Parley Street at low water mark; running up Mississippi to street North of Block 112; East to County Road; South with County Road to Parley Street; thence to river at low water mark to place of beginning; also all land and improvement to Lot store House stands on.	
183	Nauvoo:Nauvoo:111:4::	town	Nauvoo	Nauvoo	111	4							
184	Nauvoo:Nauvoo:112:4::Except 41 ½ feet off East side of Lot which was sold to John Lowy of Nauvoo.	town	Nauvoo	Nauvoo	112	4						Except 41 ½ feet off East side of Lot which was sold to John Lowy of Nauvoo.	
185	Northwest/4 Northwest/4 S16 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	16	Northwest/4 Northwest/4		
186	Nauvoo:Nauvoo:106:4:East/2 West/2:	town	Nauvoo	Nauvoo	106	4					East/2 West/2		
187	Nauvoo:Nauvoo:106:4:East/2 West/2:	town	Nauvoo	Nauvoo	106	4					East/2 West/2		
188	Northwest/4  S35 T4 North R8 West 4th PM: 	plss					4th PM	8 West	4 North	35	Northwest/4 		160
189	Nauvoo:Wells:4:3::Southwest corner 95 1/2 feet North and South; 3 Rods East and West. Also East/2 Lot 3 same block.	town	Nauvoo	Wells	4	3						Southwest corner 95 1/2 feet North and South; 3 Rods East and West. Also East/2 Lot 3 same block.	
190	Nauvoo:Kimball:3:6 and 20::Beginning Southwest corner said Lot; North 35 feet on Back Street; East 9 1/2 Rods to Smith land; South 35 feet; West 9 1/2 Rods to beginning. Part Lot 20 lying North of Hotchkiss Street.	town	Nauvoo	Kimball	3	6 and 20						Beginning Southwest corner said Lot; North 35 feet on Back Street; East 9 1/2 Rods to Smith land; South 35 feet; West 9 1/2 Rods to beginning. Part Lot 20 lying North of Hotchkiss Street.	
191	Nauvoo:Nauvoo:159:2::	town	Nauvoo	Nauvoo	159	2							
192	Nauvoo:Nauvoo:118:2::Commencing Northeast corner said Lot; South 5 1/2 Rods; West 2 Rods; North 5 1/2 Rods; East 2 Rods to beginning. 	town	Nauvoo	Nauvoo	118	2						Commencing Northeast corner said Lot; South 5 1/2 Rods; West 2 Rods; North 5 1/2 Rods; East 2 Rods to beginning. 	
193	Nauvoo:Wells:4:3:East/2 West/2 fractional Lot:	town	Nauvoo	Wells	4	3					East/2 West/2 fractional Lot		
194	Nauvoo:Nauvoo:126:4::Beginning 100 feet from Southeast corner; North on Main Street 12 feet; West 198 feet; South 12 feet; East 198 feet to beginning.	town	Nauvoo	Nauvoo	126	4						Beginning 100 feet from Southeast corner; North on Main Street 12 feet; West 198 feet; South 12 feet; East 198 feet to beginning.	
195	Nauvoo:Kimball:1:1:fractional:Bounded on South by Joseph Street; on North by Kimball land; on East by Meek land; and on West by land owned by a widow Mail.	town	Nauvoo	Kimball	1	1					fractional	Bounded on South by Joseph Street; on North by Kimball land; on East by Meek land; and on West by land owned by a widow Mail.	
196	Nauvoo:Nauvoo:126:4::Commence 25 feet South from Northeast corner; South 22 feet; West 100 feet; North 22 feet; East 100 feet to beginning.	town	Nauvoo	Nauvoo	126	4						Commence 25 feet South from Northeast corner; South 22 feet; West 100 feet; North 22 feet; East 100 feet to beginning.	
